treat,depress2,job_seek,age,sex,educ,nonwhite,marital
1,1.454545497894287,4.333333492279053,37.34520721435547,1,somcol,white0,married
0,2.0,3.6666667461395264,20.663013458251953,1,somcol,non.white1,nevmarr
1,1.1818181276321411,4.833333492279053,22.99726104736328,1,somcol,white0,divrcd
1,1.2727272510528564,4.833333492279053,37.55342483520508,1,somcol,white0,married
0,1.0,2.6666667461395264,31.665754318237305,0,lt-hs,white0,nevmarr
1,2.1818182468414307,5.0,29.791780471801758,1,gradwk,white0,married
0,1.3636363744735718,2.3333332538604736,39.89588928222656,1,lt-hs,white0,divrcd
0,3.6363637447357178,4.166666507720947,37.00273895263672,0,highsc,non.white1,nevmarr
1,1.3636363744735718,3.8333332538604736,39.98356246948242,1,highsc,white0,married
1,2.2727272510528564,3.6666667461395264,30.934246063232422,0,gradwk,non.white1,married
1,1.1818181276321411,5.0,27.23013687133789,0,somcol,white0,married
1,1.0,4.0,22.934246063232422,1,somcol,non.white1,nevmarr
1,1.0909091234207153,2.6666667461395264,33.71780776977539,0,somcol,white0,nevmarr
1,1.7272727489471436,4.5,33.38356018066406,1,somcol,white0,divrcd
1,1.545454502105713,2.0,23.049314498901367,1,somcol,non.white1,nevmarr
1,1.7000000476837158,3.8333332538604736,37.81095886230469,1,bach,white0,nevmarr
1,1.2727272510528564,4.166666507720947,26.452054977416992,1,bach,white0,nevmarr
1,2.7272727489471436,3.5,41.46575164794922,0,highsc,non.white1,divrcd
0,1.2727272510528564,3.6666667461395264,34.169864654541016,1,gradwk,white0,married
0,1.454545497894287,3.0,42.40821838378906,1,highsc,white0,married
0,1.1818181276321411,3.8333332538604736,27.391780853271484,0,lt-hs,non.white1,married
0,1.3636363744735718,3.8333332538604736,31.824657440185547,1,highsc,white0,married
0,1.8181818723678589,4.166666507720947,32.42191696166992,0,somcol,white0,nevmarr
0,1.454545497894287,4.333333492279053,34.35890579223633,1,highsc,white0,married
1,2.2727272510528564,3.5,37.95890426635742,0,somcol,white0,married
1,1.9090908765792847,4.5,40.76164245605469,0,gradwk,white0,married
1,1.0909091234207153,4.0,36.84931564331055,1,highsc,white0,married
1,1.3636363744735718,5.0,44.35890579223633,1,somcol,non.white1,divrcd
1,1.454545497894287,5.0,53.68767166137695,1,somcol,white0,divrcd
1,1.6363636255264282,3.8333332538604736,35.342464447021484,1,somcol,white0,married
1,1.0,5.0,53.841094970703125,0,highsc,white0,married
1,2.6363637447357178,3.1666667461395264,31.983562469482422,1,somcol,non.white1,married
1,1.0909091234207153,4.0,33.30411148071289,0,highsc,white0,divrcd
1,2.1818182468414307,3.3333332538604736,46.45205307006836,1,highsc,non.white1,married
1,3.090909004211426,4.0,35.75068664550781,1,somcol,white0,widowed
0,2.090909004211426,3.6666667461395264,32.599998474121094,0,gradwk,non.white1,married
1,3.545454502105713,2.6666667461395264,48.01095962524414,1,somcol,white0,divrcd
1,1.454545497894287,3.8333332538604736,38.52328872680664,0,somcol,non.white1,married
1,2.545454502105713,4.666666507720947,29.24931526184082,1,bach,white0,married
0,2.6363637447357178,4.166666507720947,69.20274353027344,1,highsc,white0,married
1,2.3636362552642822,3.5,37.98356246948242,1,highsc,white0,nevmarr
1,1.0909091234207153,4.666666507720947,45.18082046508789,0,somcol,white0,married
1,1.454545497894287,5.0,26.890411376953125,0,highsc,non.white1,nevmarr
1,1.0,4.166666507720947,37.4383544921875,0,somcol,non.white1,nevmarr
0,2.545454502105713,3.5,28.682191848754883,0,bach,white0,married
0,1.2727272510528564,3.3333332538604736,38.830135345458984,1,gradwk,non.white1,married
1,2.6363637447357178,3.1666667461395264,24.21095848083496,0,somcol,white0,nevmarr
1,2.0,4.5,41.75068664550781,0,somcol,white0,divrcd
1,1.3636363744735718,4.666666507720947,56.99726104736328,1,highsc,white0,married
0,1.3636363744735718,3.8333332538604736,34.50685119628906,1,gradwk,white0,married
1,1.2727272510528564,4.0,54.38356018066406,0,somcol,white0,married
1,2.0,5.0,49.38630294799805,1,somcol,white0,divrcd
1,1.3636363744735718,5.0,53.03013610839844,1,highsc,white0,divrcd
1,2.6363637447357178,3.8333332538604736,46.55068588256836,1,somcol,white0,married
0,1.545454502105713,3.6666667461395264,39.942466735839844,1,somcol,white0,married
1,2.2727272510528564,3.6666667461395264,34.01369857788086,0,somcol,white0,married
1,2.6363637447357178,5.0,33.06575393676758,1,lt-hs,white0,widowed
1,1.3636363744735718,4.333333492279053,48.364383697509766,0,somcol,white0,married
1,1.2727272510528564,3.6666667461395264,28.47945213317871,0,somcol,white0,married
1,1.0,5.0,48.3945198059082,1,highsc,white0,separtd
0,1.2727272510528564,3.3333332538604736,43.05205535888672,1,bach,white0,widowed
1,1.3636363744735718,5.0,38.830135345458984,1,bach,white0,divrcd
0,2.5999999046325684,3.5,18.572603225708008,1,highsc,white0,nevmarr
0,2.1818182468414307,2.6666667461395264,18.657533645629883,1,highsc,white0,nevmarr
1,1.545454502105713,3.8333332538604736,41.54794692993164,1,highsc,white0,divrcd
1,2.454545497894287,4.333333492279053,34.23287582397461,1,bach,white0,divrcd
0,2.454545497894287,3.0,48.11507034301758,1,somcol,white0,widowed
1,1.0,5.0,28.49315071105957,1,somcol,white0,nevmarr
1,1.0,4.166666507720947,20.7780818939209,0,somcol,white0,married
1,1.454545497894287,3.8333332538604736,26.668493270874023,0,somcol,non.white1,nevmarr
0,3.090909004211426,4.166666507720947,36.405479431152344,1,somcol,white0,nevmarr
1,1.6363636255264282,5.0,20.75616455078125,1,lt-hs,white0,nevmarr
1,1.3636363744735718,3.8333332538604736,38.74520492553711,0,highsc,white0,married
1,2.2727272510528564,3.6666667461395264,28.44109535217285,1,highsc,white0,divrcd
0,2.2727272510528564,4.833333492279053,28.75342559814453,1,somcol,white0,nevmarr
1,2.2727272510528564,3.1666667461395264,48.27123260498047,1,somcol,white0,widowed
1,3.454545497894287,3.6666667461395264,47.378082275390625,1,somcol,white0,married
1,1.1818181276321411,5.0,27.306848526000977,1,bach,white0,married
1,1.3636363744735718,3.0,38.52602767944336,0,lt-hs,white0,married
1,2.2727272510528564,4.166666507720947,52.827396392822266,0,somcol,white0,married
0,1.3636363744735718,4.666666507720947,28.27123260498047,0,somcol,white0,nevmarr
1,1.9090908765792847,4.0,38.42191696166992,0,highsc,white0,nevmarr
1,1.3636363744735718,4.0,35.4438362121582,0,somcol,non.white1,nevmarr
1,1.3636363744735718,5.0,34.82465744018555,0,highsc,white0,nevmarr
1,1.7272727489471436,3.5,22.153425216674805,0,lt-hs,white0,nevmarr
1,1.0,5.0,30.76986312866211,0,somcol,non.white1,nevmarr
1,1.1818181276321411,3.8333332538604736,55.673973083496094,0,highsc,white0,married
1,2.3636362552642822,2.6666667461395264,20.369863510131836,1,lt-hs,white0,nevmarr
0,2.6363637447357178,4.666666507720947,26.334245681762695,1,somcol,white0,separtd
1,1.0,3.3333332538604736,42.26027297973633,0,highsc,non.white1,married
1,1.7272727489471436,4.0,36.926029205322266,0,somcol,white0,nevmarr
1,1.9090908765792847,5.0,35.328765869140625,1,highsc,white0,divrcd
1,1.2727272510528564,5.0,22.652055740356445,1,gradwk,white0,nevmarr
0,2.090909004211426,4.333333492279053,39.0931510925293,1,bach,non.white1,separtd
0,1.8181818723678589,3.6666667461395264,37.915069580078125,0,lt-hs,non.white1,divrcd
1,1.8181818723678589,2.5,50.02739715576172,0,somcol,white0,married
1,1.7272727489471436,1.5,36.00822067260742,0,somcol,non.white1,married
1,1.545454502105713,3.6666667461395264,39.904109954833984,1,highsc,white0,married
1,1.9090908765792847,3.5,62.24109649658203,1,somcol,white0,widowed
1,3.6363637447357178,3.6666667461395264,34.98356246948242,1,somcol,white0,married
1,1.0909091234207153,4.666666507720947,38.26575469970703,1,highsc,non.white1,nevmarr
0,1.1818181276321411,4.0,28.810958862304688,1,highsc,white0,divrcd
0,3.1818182468414307,3.1666667461395264,38.69588851928711,0,highsc,white0,divrcd
1,1.2727272510528564,5.0,51.156166076660156,0,bach,non.white1,married
1,1.8181818723678589,3.8333332538604736,36.926029205322266,1,somcol,white0,married
0,2.454545497894287,3.3333332538604736,29.915067672729492,1,gradwk,white0,nevmarr
0,2.454545497894287,4.666666507720947,47.43561553955078,1,gradwk,white0,married
0,1.0,4.333333492279053,44.34794616699219,1,highsc,white0,married
1,1.0,4.166666507720947,43.5315055847168,1,bach,white0,married
1,2.1818182468414307,3.8333332538604736,22.50136947631836,0,highsc,white0,nevmarr
0,2.8181817531585693,3.3333332538604736,44.095890045166016,1,highsc,white0,married
1,3.545454502105713,3.3333332538604736,27.44931411743164,1,somcol,white0,nevmarr
1,2.8181817531585693,4.333333492279053,41.597259521484375,0,somcol,white0,married
1,3.0,3.6666667461395264,23.095890045166016,0,bach,white0,nevmarr
1,2.7272727489471436,3.1666667461395264,26.19178009033203,1,highsc,white0,married
1,1.1818181276321411,5.0,42.632877349853516,0,gradwk,white0,divrcd
1,1.6363636255264282,3.1666667461395264,37.05479431152344,1,somcol,white0,married
0,1.0,5.0,41.709590911865234,0,highsc,non.white1,divrcd
1,1.0909091234207153,4.5,38.32054901123047,0,somcol,white0,married
0,2.0,3.5,42.12602615356445,1,bach,white0,divrcd
1,2.0,4.333333492279053,34.92054748535156,0,gradwk,non.white1,nevmarr
1,1.0909091234207153,4.166666507720947,37.99726104736328,0,highsc,non.white1,nevmarr
1,2.545454502105713,4.333333492279053,22.536985397338867,1,somcol,non.white1,nevmarr
1,1.1818181276321411,4.666666507720947,34.80821990966797,1,bach,non.white1,married
0,3.8181817531585693,4.166666507720947,32.27123260498047,0,somcol,white0,married
0,1.3636363744735718,3.8333332538604736,24.372602462768555,0,bach,white0,nevmarr
0,1.454545497894287,4.666666507720947,46.77808380126953,1,bach,white0,divrcd
1,1.545454502105713,5.0,38.6301383972168,1,highsc,white0,divrcd
1,1.454545497894287,5.0,24.227397918701172,1,bach,white0,nevmarr
0,1.1111111640930176,4.666666507720947,29.890411376953125,0,gradwk,white0,married
1,1.8181818723678589,3.8333332538604736,31.44931411743164,1,highsc,white0,separtd
0,2.3636362552642822,3.8333332538604736,21.79452133178711,1,bach,non.white1,nevmarr
0,1.0909091234207153,5.0,31.69862937927246,1,somcol,white0,divrcd
0,2.090909004211426,4.166666507720947,26.161643981933594,1,bach,white0,married
0,1.0,5.0,22.79452133178711,0,highsc,white0,nevmarr
1,1.7999999523162842,3.6666667461395264,32.06575393676758,1,gradwk,non.white1,nevmarr
1,1.0909091234207153,3.5,20.92876625061035,1,somcol,non.white1,nevmarr
0,1.0,4.666666507720947,34.49040985107422,1,bach,non.white1,divrcd
1,1.6363636255264282,3.6666667461395264,45.10411071777344,1,highsc,white0,married
1,1.0,4.5,50.96164321899414,0,bach,white0,married
1,1.545454502105713,4.0,53.210960388183594,0,bach,white0,married
1,1.0,4.666666507720947,24.07123374938965,1,somcol,non.white1,nevmarr
0,1.0,5.0,29.156164169311523,1,gradwk,non.white1,nevmarr
1,1.6363636255264282,4.333333492279053,58.8575325012207,1,highsc,white0,widowed
1,1.545454502105713,4.833333492279053,34.17808151245117,1,bach,non.white1,married
0,1.3636363744735718,5.0,34.20547866821289,0,somcol,non.white1,separtd
1,1.545454502105713,2.1666667461395264,23.51780891418457,0,somcol,white0,married
1,1.0,5.0,31.131505966186523,0,gradwk,non.white1,married
1,1.9090908765792847,4.5,26.646575927734375,0,bach,white0,married
1,1.1818181276321411,4.166666507720947,36.43287658691406,1,somcol,non.white1,widowed
1,2.6363637447357178,4.333333492279053,40.901371002197266,1,somcol,white0,separtd
0,1.2727272510528564,2.5,26.71232795715332,0,somcol,non.white1,divrcd
1,1.2727272510528564,4.333333492279053,57.90958786010742,1,highsc,white0,widowed
1,1.7272727489471436,4.333333492279053,44.813697814941406,1,highsc,white0,divrcd
1,1.7272727489471436,4.166666507720947,38.20547866821289,0,highsc,white0,married
1,3.6363637447357178,3.0,40.97260284423828,0,somcol,white0,married
0,1.454545497894287,5.0,48.90958786010742,1,gradwk,non.white1,married
0,1.545454502105713,4.0,25.043834686279297,1,somcol,white0,married
0,1.3636363744735718,4.5,30.975341796875,1,bach,non.white1,divrcd
